qname	taxonomy	db
916-T7~k141_83704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_3531_length_12537_cov_31.050553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~NODE_2949_length_12531_cov_6.384498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_57327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~k141_44889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_66035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_45514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~k141_275736	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_3726_length_12387_cov_6.400503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~NODE_2259_length_12369_cov_4.368605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_4119_length_12323_cov_4.433730	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~k141_114453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_2522_length_12300_cov_16.469743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T5~NODE_1353_length_12197_cov_5.451326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_2000_length_12167_cov_5.144980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_4192_length_12144_cov_8.630821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T2b~NODE_1646_length_12096_cov_31.032888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_3756_length_12061_cov_5.326670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T2~k141_72652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_2030_length_12046_cov_5.721458	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~k141_114734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~k141_259733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_2768_length_11994_cov_8.915403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_108008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~k141_151206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_2534_length_11908_cov_3.442757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~NODE_1456_length_11827_cov_5.002888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_1948_length_11795_cov_11.460477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T9~NODE_2460_length_11710_cov_4.908880	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~k141_43715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T6~k141_96014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_48898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_4304_length_11652_cov_4.993533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_126664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_150975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~k141_49509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~k141_37086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_41216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_4437_length_11480_cov_10.613654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T2~NODE_1852_length_11397_cov_3.436607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_67100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_141050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T6~NODE_3051_length_11343_cov_5.500443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_334930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~NODE_2022_length_11265_cov_16.438983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~NODE_2027_length_11231_cov_4.464030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_19882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_15806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_7930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_2555_length_11226_cov_5.354489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~k141_331717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_2372_length_11162_cov_37.480778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T12~NODE_1024_length_11156_cov_5.236826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~NODE_2869_length_11155_cov_3.854685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~k141_43191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_3778_length_11140_cov_16.342535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_3065_length_11136_cov_20.467738	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~k141_89445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T5~k141_97300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_70684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_2751_length_10971_cov_4.989465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~NODE_2022_length_10956_cov_43.862031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~NODE_2549_length_10956_cov_30.729658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~NODE_2448_length_10956_cov_30.198239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~NODE_2329_length_10955_cov_29.247706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~NODE_3045_length_10915_cov_34.296869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~NODE_2449_length_10915_cov_42.230755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~NODE_2335_length_10915_cov_129.797053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~NODE_3006_length_10915_cov_49.959300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_3147_length_10912_cov_4.763010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~k141_114665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_306556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_213239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~NODE_3307_length_10813_cov_5.235174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_3184_length_10777_cov_4.452621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_4293_length_10766_cov_4.790963	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_2683_length_10755_cov_86.225794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_36139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_150432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~NODE_1656_length_10684_cov_102.099163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~k141_113969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T6~k141_16849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~NODE_3621_length_10591_cov_6.931853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~NODE_3662_length_10558_cov_4.802723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_4236_length_10469_cov_4.981947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~NODE_2560_length_10451_cov_8.015391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_96261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T2b~NODE_1914_length_10368_cov_3.955687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_138740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~k141_31592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_76494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_1414_length_10289_cov_8.658784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~NODE_3193_length_10237_cov_37.053624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_3872_length_10236_cov_13.335920	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~NODE_1204_length_10233_cov_4.670957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~k141_178017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_271466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_3457_length_10149_cov_34.970775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_3347_length_10129_cov_8.730197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~k141_82409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_117078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~NODE_3887_length_10070_cov_6.510834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~NODE_2752_length_10069_cov_7.452966	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_2468_length_10068_cov_4.501448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_207444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_3009_length_9985_cov_6.297482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~NODE_3883_length_9971_cov_6.694433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~NODE_5362_length_9944_cov_6.390838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_91120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_1458_length_9881_cov_6.467026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_14597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~k141_129258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_5032_length_9828_cov_114.885808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~NODE_2782_length_9816_cov_4.454667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~k141_3235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~k141_65096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~NODE_2409_length_9764_cov_8.124833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_189660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_60540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~k141_216457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_133261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~k141_78926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~k141_79636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T4~k141_162912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~k141_66465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_98257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_176207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_80130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_26267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_46247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~NODE_2393_length_9549_cov_3.225932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_228265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~NODE_4033_length_9532_cov_4.618867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_3044_length_9512_cov_4.164323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_106314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_1517_length_9461_cov_4.757283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_108708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_3399_length_9440_cov_16.584443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~k141_170885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_3706_length_9413_cov_5.221842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_4396_length_9412_cov_8.416159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T6~NODE_4299_length_9405_cov_6.807701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_172007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_132951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~k141_161198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T2b~NODE_2124_length_9214_cov_4.493176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_3317_length_9202_cov_5.436755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_3478_length_9188_cov_11.135114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_3200_length_9182_cov_5.023995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~k141_125172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_4623_length_9149_cov_4.725313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_169539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_3725_length_9115_cov_10.019647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~k141_60176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~NODE_2044_length_9073_cov_42.495010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_3774_length_9065_cov_5.316426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_4677_length_9051_cov_7.843486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_2996_length_9029_cov_10.556942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_2724_length_9029_cov_10.341319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~k141_58474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~NODE_3718_length_8940_cov_115.600000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~NODE_3591_length_8940_cov_187.380642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_105200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~k141_75113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~NODE_4000_length_8878_cov_27.441687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_3106_length_8873_cov_6.161941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_43392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_5749_length_8854_cov_4.672690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_132207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~k141_21407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_164014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_103288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_1633_length_8745_cov_3.349137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_4821_length_8745_cov_16.651899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_4797_length_8725_cov_31.360208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T1~k141_61102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~NODE_3704_length_8689_cov_126.001506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~NODE_3124_length_8679_cov_4.224026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~k141_315477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~NODE_4412_length_8659_cov_24.911553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_15666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~k141_102058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_3113_length_8618_cov_4.201215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~k141_14469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~k141_4075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T4~NODE_1863_length_8580_cov_8.315777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~k141_239391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_4976_length_8580_cov_3.941818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~k141_136193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_5252_length_8562_cov_83.473257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~NODE_4232_length_8543_cov_17.411876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_4276_length_8527_cov_8.926110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~NODE_3901_length_8522_cov_8.919098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_205498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_41479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~NODE_3400_length_8497_cov_3.974769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_194401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_99466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~NODE_2279_length_8466_cov_11.670907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T2~NODE_2690_length_8465_cov_3.513436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_3120_length_8458_cov_11.780079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_4855_length_8374_cov_4.235365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T12~k141_54397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~NODE_1668_length_8373_cov_3.966338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
